144,120.192,-38.375,22.222222
79,122.811,-41.225,17.460317
144,119.55,-37.637,49.206349
91,119.377,-38.44,65.079365
69,120.645,-39.917,28.571429
104,120.194,-39.3,20.634921
131,119.905,-39.173,46.031746
35,122.942,-41.08,0
66,119.818,-38.667,16.666667
42,119.448,-37.838,48.412698
16,120.276,-39.194,49.206349
60,121.368,-40.115,22.222222
147,121.321,-39.813,0.79365079
143,120.118,-38.678,31.746032
128,120.215,-38.805,39.68254
5,118.918,-37.03,63.492063
188,119.9373,-38.5055,42.063492
175,120.678,-39.623,21.904762
208,119.9373,-38.5055,42.063492
19,122.811,-41.225,17.460317
65,119.8942,-38.7194,48.079365
128,120.0021,-38.6924,51.634921
179,120.079,-38.849,42.857143
60,119.257,-37.897,74.603175
109,120.194,-39.3,20.634921
24,119.35,-37.873,55.555556
41,120.22,-39.137,26.190476
209,122.885,-41.023,25.396825
85,118.765,-36.562,24.603175
3,121.242,-39.85,10.31746
13,119.6531,-38.3319,65.873016
190,118.475,-37.128,74.603175
167,119.8873,-38.8365,54.873016
12,121.321,-39.813,0.79365079
75,118.712,-36.737,76.190476
44,119.35,-37.873,55.555556
53,122.942,-41.08,0
135,120.558,-39.075,7.9365079
99,119.552,-38.305,33.333333
21,118.903,-37.388,78.571429
97,119.905,-39.173,46.031746
15,119.94,-38.853,46.031746
138,119.2,-37.165,38.888889
30,119.1,-37.3,65.079365
48,122.8,-41.008,20.634921
145,118.268,-36.2,50.793651
178,119.1,-37.3,65.079365
204,118.545,-36.121666,33.333333
53,119.29,-37.465,28.571429
124,119.17,-37.78,89.68254
204,119.221,-37.228,30.15873
116,120.558,-39.075,7.9365079
26,119.8873,-38.8365,54.873016
117,118.562,-37.176,71.428571
114,119.033,-37.61,66.666667
171,118.475,-37.128,74.603175
117,119.0847,-37.6294,39.190476
207,121.938,-41.17,4.7619048
92,120.305,-38.945,25.396825
94,119.892,-38.205,52.380952
127,120.056,-38.932,18.253968
32,120.194,-39.3,20.634921
24,119.758,-38.243,47.619048
84,119.8873,-38.8365,54.873016
202,122.483,-41.093,14.761905
141,118.712,-36.737,76.190476
208,119.377,-38.44,65.079365
36,120.792,-41.237,17.460317
119,118.475,-37.128,74.603175
132,119.818,-38.667,16.666667
149,118.177,-36.483,80.15873
97,118.288,-36.367,60.31746
170,122.8,-41.008,20.634921
36,119.6531,-38.3319,65.873016
164,121.198,-40.77,30.952381
100,120.215,-38.805,39.68254
72,119.67,-38.047,40.47619
59,120.367,-39.325,28.571429
77,122.478,-41.045,9.5238095
61,120.118,-38.678,31.746032
21,118.918,-37.03,63.492063
62,122.478,-41.045,9.5238095
81,119.621,-38.282,71.428571
186,120.527,-39.282,23.809524
189,120.305,-38.945,25.396825
113,120.154,-39.172,26.190476
152,119.8942,-38.7194,48.079365
157,122.483,-41.093,14.761905
48,120.303,-41.583,31.746032
77,122.885,-41.023,25.396825
184,120.305,-38.945,25.396825
12,121.198,-40.77,30.952381
36,119.877,-38.032,25.396825
139,119.917,-38.929,58.730159
145,120.165,-41.993,30.952381
43,119.1,-37.3,65.079365
165,122.5277,41.3023,32.539683
172,120.056,-38.932,18.253968
40,119.55,-37.637,49.206349
37,119.377,-38.44,65.079365
205,120.645,-39.917,28.571429
162,118.937,-37.183,73.015873
109,120.558,-39.075,7.9365079
76,119.234,-38.077,66.666667
63,122.478,-41.045,9.5238095
23,119.377,-38.44,65.079365
182,119.257,-37.897,74.603175
149,119.033,-37.61,66.666667
33,118.562,-37.176,71.428571
79,118.35,-35.967,64.285714
95,119.52,-37.403,28.571429
165,120.645,-39.917,28.571429
12,119.6531,-38.3319,65.873016
74,121.938,-41.17,4.7619048
183,119.905,-39.173,46.031746
107,119.818,-38.667,16.666667
127,120.303,-41.583,31.746032
1,118.345,-36.563,88.888889
111,119.6516,-37.8595,44.444444
146,118.397,-36.65,100
39,119.49,-37.41,32.539683
206,119.377,-38.44,65.079365
55,118.177,-36.483,80.15873
114,120.378,-38.912,12.698413
158,122.718,-41.272,12.698413
92,119.67,-38.047,40.47619
141,119.377,-38.44,65.079365
74,122.667,-39.538,0
127,120.194,-39.3,20.634921
55,120.7081,-39.2761,2.8571429
33,122.2464,-41.3504,26.190476
175,119.615,-38.67,51.587302
199,122.811,-41.225,17.460317
164,122.942,-41.08,0
183,121.198,-40.77,30.952381
210,120.215,-38.805,39.68254
145,119.1,-37.3,65.079365
119,119.35,-37.873,55.555556
93,120.527,-39.282,23.809524
193,121.198,-40.77,30.952381
211,120.192,-38.375,22.222222
85,122.811,-41.225,17.460317
20,122.478,-41.045,9.5238095
163,120.194,-39.3,20.634921
188,118.35,-35.967,64.285714
162,119.238,-37.555,44.444444
17,118.562,-37.162,80.952381
133,120.378,-38.912,12.698413
198,122.8,-41.008,20.634921
77,119.5356,-38.3975,66.873016
167,120.192,-38.375,22.222222
26,121.6131,-41.5869,25.396825
204,120.305,-38.945,25.396825
55,120.303,-41.583,31.746032
93,121.368,-40.115,22.222222
61,119.033,-37.61,66.666667
26,118.345,-36.563,88.888889
86,119.917,-38.929,58.730159
28,119.9373,-38.5055,42.063492
63,122.8,-41.008,20.634921
70,120.792,-41.237,17.460317
153,119.931,-38.613,46.031746
131,118.35,-35.967,64.285714
118,119.946,-39.458,57.142857
45,118.937,-37.183,73.015873
132,118.475,-37.128,74.603175
3,120.792,-41.237,17.460317
154,119.8873,-38.8365,54.873016
86,121.6131,-41.5869,25.396825
207,119.917,-38.929,58.730159
184,118.903,-37.388,78.571429
100,119.94,-38.853,46.031746
177,120.715,-40.14,34.920635
53,120.118,-38.678,31.746032
90,119.615,-38.67,51.587302
159,118.7354,-37.4578,73.015873
94,119.615,-38.67,51.587302
44,120.165,-41.993,30.952381
195,122.942,-41.08,0
44,120.0021,-38.6924,51.634921
180,119.55,-37.637,49.206349
75,118.7354,-37.4578,73.015873
144,120.22,-39.137,26.190476
69,120.715,-40.14,34.920635
75,119.8942,-38.7194,48.079365
163,118.903,-37.388,78.571429
181,120.042,-38.71,46.031746
187,119.234,-38.077,66.666667
94,122.523,-41.197,8.7301587
13,118.293,-36.127,40.47619
42,119.52,-37.403,28.571429
