-34.50229,19.249632,29.050734
-53.01319,4.0272524,0
-36.59734,12.979698,27.980681
-38.23885,36.805961,0
-52.78206,2.8497665,0
-34.94083,-3.3308979,0
-40.87812,41.601583,28.479931
-61.04544,-9.126935,10.539082
-76.28072,31.263042,0
-53.94686,3.3520983,0
-40.72097,-3.6724341,0
-75.5036,31.669523,0
-53.68515,-4.1590031,41.623453
-47.50212,-0.48632123,0
-59.91151,15.35416,4.9842657
-84.5607,2.8143055,0
-50.52475,-6.5497161,28.257161
-75.79995,31.475051,0
-54.94249,25.623599,18.516189
-35.4674,-4.0623422,0
-54.89374,2.5805817,0
-80.238976,-2.8070997,0
-51.55891,-7.3688948,18.999289
-54.04458,10.104293,0
-55.45172,14.117349,0
-53.97667,5.2402526,0
-46.4483,43.102322,62.638896
-46.26251,-0.22286185,0
-46.94064,-0.091617883,0
-41.16911,30.13146,57.527897
-80.36043,-1.6521419,0
-87.598511,12.077954,0
-53.01179,3.9183472,0
-50.67184,-7.0835264,20.546563
-40.70401,-1.7601658,0
-63.78109,-8.4934324,8.6744194
-60.03976,13.396996,0
-112.78741,-26.840131,0
-101.31542,40.64825,0
-72.11943,-7.7446258,0
-86.221403,13.708894,9.9288954
-78.73357,-0.78512873,16.700941
-39.32383,39.067605,0
-54.45325,6.0332967,20.388336
-36.88283,27.675949,0
-88.378433,10.978565,0
-36.99246,23.670947,0
-74.81127,32.372118,0
-86.405651,12.277956,18.480096
-74.44306,32.750745,0
-46.46923,-1.2556023,0
-47.14884,-0.65930597,0
-54.3538,3.8215288,14.327324
-96.547899,30.661785,0
-76.35831,31.093514,5.348151
-46.64173,-0.66890044,0
-56.64707,1.3388345,0
-87.394832,6.8401082,0
-74.18726,32.662522,0
-53.59409,0.78793621,0
-51.18459,-7.0282533,0
-58.99838,21.441102,0
-53.51349,5.6325587,22.060031
-42.82859,36.419679,39.739597
-88.134175,10.928327,0
-45.45535,-5.6749922,0
-61.58691,-10.082561,0
-46.75199,-0.54040814,0
-88.367135,10.640102,0
-57.12114,-7.5687309,0
-84.297009,2.4982796,3.2891183
-53.26062,4.1234735,0
-54.73103,11.706165,0
-37.42463,36.494926,0
-53.36446,3.8760134,0
-50.85924,-5.6955482,47.740546
-51.53914,-6.6138414,47.946723
-52.46805,-7.4273556,15.243159
-112.25505,30.994245,0
-48.89647,-0.71499302,0
-110.21097,36.108597,18.654579
-54.1209,-7.0204501,71.854963
-73.70967,32.507846,0
-75.8471,31.628388,0
-96.465218,30.749154,0
-58.23748,24.761944,17.621246
-75.27684,32.138959,0
-88.223759,33.040969,0
-74.94366,32.29961,0
-45.99865,-5.6297024,0
-62.55055,-7.7629848,41.731473
-34.6854,14.116198,0
-47.18783,-0.36462415,0
-54.60001,9.7145615,22.089133
-39.04975,-3.5723864,0
-106.26537,36.320586,12.250054
-35.83512,41.644152,0
-54.22823,12.987353,0
-55.96267,12.396419,0
-39.72383,27.333425,65.060869
-46.96796,-0.2905668,0
-41.76332,29.599765,69.623304
-124.49413,28.08204,0
-55.29957,5.2637161,21.442656
-51.40164,2.6722949,33.910176
-40.45493,-2.3226394,0
-77.76394,-5.3826267,0
-54.03837,3.2572666,0
-60.94842,-7.4602219,0
-86.297905,13.472989,0
-50.61259,-3.625912,0
-46.79169,-0.30301788,0
-53.76691,3.0857361,0
-93.193432,37.39496,0
-55.5242,12.99734,0
-82.949096,1.1038236,0
-53.27126,9.53152,0
-39.32886,27.312039,66.870587
-75.39699,32.129311,0
-39.14576,39.389001,14.85421
-51.71601,-2.6863512,0
