-128.72194,-37.367755,0
-72.18473,-9.1524217,0
-52.88909,4.1591357,0
-46.46994,-0.19972305,0
-52.50487,2.611663,0
-48.45864,-0.59707181,0
-52.57031,2.8895822,0
-34.37792,18.785332,38.83254
-55.60456,-0.14018359,4.7143227
-52.31034,2.0360189,0
-106.14103,39.458003,0
-51.98616,25.07747,0
-74.98803,32.223072,0
-58.23452,10.909573,0
-58.03993,21.383976,0
-53.32884,3.8628245,0
-75.34073,31.625855,0
-99.739894,29.839789,0
-75.42331,31.781332,0
-47.61268,-0.4570574,0
-55.5242,12.99734,0
-54.7395,4.3882128,31.693094
-99.466512,-41.291326,0
-53.61016,3.6106074,0
-34.59813,-6.2404689,0
-37.55362,12.647407,20.786891
-74.21885,32.603076,0
-46.96583,-0.73712928,0
-57.90607,22.378807,0
-88.147296,10.961863,0
-53.17111,3.9932332,0
-59.56166,13.389383,0
-53.44455,5.9633516,12.636431
-83.679116,0.951219,0
-112.61385,30.263181,0
-43.10149,-3.5358846,0
-86.961978,32.901808,0
-54.89374,2.5805817,0
-46.82211,-0.42488628,0
-39.90573,28.177935,59.825544
-83.834097,2.327669,3.3499771
-48.25343,33.579029,14.861851
-52.66597,-48.768933,0
-106.69374,-27.420212,0
-52.47917,4.8282293,24.02146
-86.664603,5.1021743,0
-90.080799,29.668467,0
-46.90485,-0.026459696,0
-81.417251,0.38637934,0
-48.73186,-6.4060805,15.60883
-82.315706,0.74447933,0
-98.383103,35.590802,0
-53.8859,2.116315,0
-35.39611,-3.5492756,0
-53.9891,-5.49781,38.452333
-51.41194,2.46254,40.268173
-42.78609,-4.6124371,0
-56.40987,12.713142,5.387649
-52.91801,1.1918131,0
-74.06516,32.804908,0
-68.79425,-67.006624,0
-110.39273,-23.975739,0
-40.40673,-3.8365135,0
-81.378363,-2.1442383,0
-76.50765,30.984756,0
-37.45681,36.485124,0
-41.20539,35.911691,18.843349
-68.39834,-67.004959,0
-48.16485,-0.60880862,0
-127.6987,-37.342124,0
-54.57704,-8.0627515,0
-38.59196,-3.7397888,0
-54.47787,10.055201,0
-74.62093,32.651211,0
-37.42463,36.494926,0
-40.88592,-1.9125466,0
-75.16843,32.643369,0
-74.4187,32.764905,0
-57.55245,24.097928,11.723573
-106.06725,39.447879,0
-52.60248,3.1661736,0
-43.06528,-1.8900997,0
-41.77205,-1.8963891,0
-75.65349,31.76319,0
-53.17219,4.2278753,0
-42.70259,-2.3744027,0
-51.4703,-3.7809821,0
-53.88423,3.0707016,0
-83.025962,1.4583841,0
-38.65418,12.171374,0
-47.08969,-0.29789714,0
-53.27925,3.6939321,0
-51.04723,-6.9411024,0
-51.68941,-6.1974268,55.486756
-37.48912,37.489645,0
-38.84522,30.915341,0
-47.52466,-0.3053168,0
-34.37012,17.591775,27.126606
-46.63999,-0.68077413,0
-46.77688,-1.5448139,0
-40.43786,-1.7544589,0
-61.47878,-8.4252255,18.492499
-38.75162,-4.098241,21.751636
-43.46382,-2.874399,4.7147924
-49.65957,-4.4991572,0
-48.66998,-6.6800865,23.861296
-74.67747,32.320009,0
-36.61595,39.24447,7.3323887
-74.67336,32.388616,0
-46.79335,-0.18734525,0
-72.99006,-7.2803026,0
-113.1974,1.5697805,0
-52.5246,-6.9631361,35.737907
-51.14828,-3.8254548,15.485573
-60.15519,-9.754481,12.772356
-53.32848,-7.0468555,65.975449
-79.81949,-2.2246312,5.8478107
-46.90219,-0.16748548,0
-75.79043,31.752469,0
-56.35097,-9.1160793,0
-53.52281,3.666569,0
-52.99684,-7.3230783,23.905204
-53.58993,3.8434611,0
-52.20783,2.763147,0
-53.29974,3.6903442,0
-53.39354,4.0120971,0
-46.78499,-1.0024522,0
-45.79136,-0.66970864,0
-37.54039,12.144283,0
-48.89647,-0.71499302,0
-59.86092,-8.2967437,0
-51.29226,-6.5201947,0
-106.10791,39.431533,0
-75.39814,31.929567,0
-95.211202,31.613423,0
-50.56238,-2.8503982,0
-59.57587,13.193552,0
-90.737014,29.567139,0
-88.196543,10.965601,0
-76.35436,31.120693,0
-37.39024,-3.9127933,0
-41.87602,-2.425673,0
-110.73013,35.898352,0
-54.63891,3.1971574,0
-108.92712,36.358109,21.294426
-54.09343,0.40824897,0
-40.96613,-1.9071521,0
-36.79109,38.492806,0
-46.73257,-0.86014182,0
-74.94817,32.331332,0
-40.26235,34.812948,8.2251404
-53.42968,3.941534,0
-48.66149,-0.65791242,0
-39.687,16.553745,0
-69.7304,-49.547297,0
-38.97015,33.418412,8.2506729
-53.29397,2.3187703,0
-55.56058,4.1638492,0
-46.35699,-0.32642668,0
-96.587132,30.644447,0
-76.01162,31.435184,0
-50.0639,-6.3401452,0
-39.52361,27.520712,66.388537
-54.73103,11.706165,0
-51.96409,-8.3436853,28.3011
-49.72572,-5.8354891,26.08901
-106.06073,39.507039,0
-89.867157,29.599747,0
-51.30801,4.0554363,0
-123.88149,26.953586,0
-57.19461,15.357152,0
-50.19957,-6.5872591,12.653721
-88.257093,10.801279,0
-36.04089,12.399725,0
-106.34739,39.319505,0
-47.29184,-0.58665711,0
-35.09276,13.908072,0
-79.32647,-1.6726336,0
-106.20285,39.394803,0
-76.22235,31.349138,0
-74.59215,32.690985,0
-110.46829,30.283979,0
-55.75462,12.868277,0
-61.19555,-11.228966,0
-76.46992,31.001939,0
-48.11795,42.543175,75.172794
-75.23528,32.228168,4.7172686
-40.95228,29.151106,59.513754
-35.90297,-56.236209,0
-43.55138,32.899249,0
-66.58935,-9.836047,0
-52.75951,-0.284766,13.157257
-85.581608,37.428505,0
-112.55559,30.452476,0
-54.97847,2.5414687,0
-57.91491,-1.2640307,0
-56.45962,0.06561008,17.493031
-43.14438,33.252543,49.218161
-54.19926,2.9744107,0
-118.75933,5.5829738,0
-84.030629,2.5376161,0
-75.99775,31.326912,0
-50.30724,-3.0605273,0
-51.20535,-6.6791774,0
-57.19377,-7.4064142,49.794446
-76.18247,31.01344,0
-42.59383,34.320699,46.750374
-59.70218,-7.9964844,0
-56.45252,0.56868391,33.923231
-53.70149,1.4875974,0
-85.977689,3.9135965,0
-36.51908,12.938738,23.289196
-50.65675,-5.3540442,0
-114.24154,-20.376485,0
-75.01213,32.233647,0
-47.70144,-0.94143808,0
-77.95937,26.217967,4.7142857
-46.25864,-0.54145529,0
-53.80764,-3.8437839,0
-86.309159,5.1971902,0
-50.40983,-3.7508048,0
-38.74812,35.989532,0
